Grant ID,Grant Number,Publication Title ,Publication Year,Authors ,Journal,Rubric.OG,CNH Rubric 2,Interdis Rubric 1,Citations,date for cite count,Abstract,Notes,,,,,,,,,,,,,,,,,
grant.3126544,1114953,Tracking Pathogen Transmission at the Human - Wildlife Interface: Banded Mongoose and Escherichia coli.,2013,"Pesapane R, Ponder M, Alexander K.",EcoHealth,2,2,1,48,12Apr20,"A primary challenge to managing emerging infectious disease is identifying pathways that allow pathogen transmission at the human–wildlife interface. Using Escherichia coli as a model organism, we evaluated fecal bacterial transmission between banded mongoose (Mungos mungo) and humans in northern Botswana. Fecal samples were collected from banded mongoose living in protected areas (n = 87, 3 troops) and surrounding villages (n = 92, 3 troops). Human fecal waste was collected from the same environment (n = 46). Isolates were evaluated for susceptibility to 10 antibiotics. Resistant E. coli isolates from mongoose were compared to human isolates using rep-PCR fingerprinting and MLST-PCR. Antimicrobial resistant isolates were identified in 57 % of the mongoose fecal samples tested (range 31–78% among troops). At least one individual mongoose fecal sample demonstrated resistance to each tested antibiotic, and multidrug resistance was highest in the protected areas (40.9%). E. coli isolated from mongoose and human sources in this study demonstrated an extremely high degree of genetic similarity on rep-PCR (AMOVA, F ST = 0.0027, p = 0.18) with a similar pattern identified on MLST-PCR. Human waste may be an important source of microbial exposure to wildlife. Evidence of high levels of antimicrobial resistance even within protected areas identifies an emerging health threat and highlights the need for improved waste management in these systems.",,,,,,,,,,,,,,,,,,
grant.3126544,1114953,Climate change is likely to worsen the public health threat of diarrheal disease in Botswana,2013,"Alexander KA, Carzolio M, Goodin D, Vance E",International journal of environmental research and public health,1,1,1,92,12Apr20,"Diarrheal disease is an important health challenge, accounting for the majority of childhood deaths globally. Climate change is expected to increase the global burden of diarrheal disease but little is known regarding climate drivers, particularly in Africa. Using health data from Botswana spanning a 30-year period (1974–2003), we evaluated monthly reports of diarrheal disease among patients presenting to Botswana health facilities and compared this to climatic variables. Diarrheal case incidence presents with a bimodal cyclical pattern with peaks in March (ANOVA p < 0.001) and October (ANOVA p < 0.001) in the wet and dry season, respectively. There is a strong positive autocorrelation (p < 0.001) in the number of reported diarrhea cases at the one-month lag level. Climatic variables (rainfall, minimum temperature, and vapor pressure) predicted seasonal diarrheal with a one-month lag in variables (p < 0.001). Diarrheal case incidence was highest in the dry season after accounting for other variables, exhibiting on average a 20% increase over the yearly mean (p < 0.001). Our analysis suggests that forecasted climate change increases in temperature and decreases in precipitation may increase dry season diarrheal disease incidence with hot, dry conditions starting earlier and lasting longer. Diarrheal disease incidence in the wet season is likely to decline. Our results identify significant health-climate interactions, highlighting the need for an escalated public health focus on controlling diarrheal disease in Botswana. Study findings have application to other arid countries in Africa where diarrheal disease is a persistent public health problem.",,,,,,,,,,,,,,,,,,
grant.3126544,1114953,Leptospira interrogans at the Human-Wildlife Interface in Northern Botswana: A Newly Identified Public Health Threat.,2013,"Jobbins S, Sanderson C, Alexander K.",Zoonoses and Public Health,2,2,1,27,12Apr20,"Leptospirosis is the most widespread zoonosis in the world. In northern Botswana, humans live in close proximity to a diversity of wildlife and peridomestic rodents and may be exposed to a variety of zoonotic pathogens. Little is known regarding the occurrence and epidemiology of L. interrogans in Africa despite the recognized global importance of this zoonotic disease and the threat it poses to public health. In Botswana, banded mongooses (Mungos mungo) live in close proximity to humans across protected and unprotected landscapes and may be a useful sentinel species for assessing the occurrence of zoonotic organisms, such as L. interrogans. We utilized PCR to screen banded mongoose kidneys for leptospiral DNA and identified 41.5% prevalence of renal carriage of L. interrogans (exact binomial 95% CI 27.7–56.7%, n = 41). Renal carriage was also detected in one Selous' mongoose (Paracynictis selousi). This is the first published confirmation of carriage of L. interrogans in either species. This is also the first report of L. interrogans occurrence in northern Botswana and the only report of this organism in a wildlife host in the country. Pathogenic Leptospira are usually transmitted indirectly to humans through soil or water contaminated with infected urine. Other avenues, such as direct contact between humans and wildlife, as well as consumption of mongooses and other wildlife as bushmeat, may pose additional exposure risk and must be considered in public health management of this newly identified zoonotic disease threat. There is a critical need to characterize host species involvement and pathogen transmission dynamics, including human–wildlife interactions that may increase human exposure potential and infection risk. We recommend that public health strategy be modified to include sensitization of medical practitioners to the presence of L. interrogans in the region, the potential for human infection, and implementation of clinical screening. This study illustrates the need for increased focus on neglected zoonotic diseases as they present an important threat to public health.",,,,,,,,,,,,,,,,,,
grant.3126546,1114964,How good science and stories can go hand in hand,2013,Leslie et al. ,Conservation Biology,3,2,1,30,9Apr20," What do you say when you have only a minute to explain to a municipal official why keeping track of the number of bird species found in a park may help make decisions about park management? Talk of significant differences among treatments or testing theory will likely meet with glazed looks. In contrast, sharing the stories of the citizen scientists who have censused the birds year after year makes the information more personal and more salient.",no abstract - coding on first paragraph of intro instead,,,,,,,,,,,,,,,,,
grant.3126544,1114953,"Overcoming barriers in evaluating outbreaks of diarrheal disease in resource poor settings: assessment of recurrent outbreaks in Chobe District, Botswana,",2013,"Alexander K, Blackburn J.",BMC Public Health,3,3,1,26,12Apr20,"Background: Diarrheal illness remains a leading cause of global morbidity and mortality, with the majority of deaths occurring in children <5 years of age. Lack of resources often prohibits the evaluation of outbreak characteristics and limits progress in managing this important disease syndrome, particularly in Africa. Relying only on existing medical staff and hospital resources, we assess the use of a questionnaire survey tool to identify baseline outbreak characteristics during recurrent diarrheal outbreaks in Chobe, Botswana.
Methods: Using historical surveillance data (2006–2009), the temporal pattern of recurrent diarrheal outbreaks was evaluated among patients <5 years of age presenting to health facilities in Chobe District. Using a questionnaire survey tool, medical staff from selected health facilities assessed patients (all ages) presenting with diarrheal disease during two diarrheal outbreaks (2011–2012). Cluster analysis and classification and regression trees (CART) were used to evaluate patient attributes by outbreak.
Results: We identified a bimodal, annual pattern of acute diarrhea in children <5 years of age across years (Wilcox test, W = 456.5, p = 0.052). Historical outbreak periods appeared to coincide with major hydrological phenomena (rainfall/flood recession). Across health facilities, a significant percent of patients in the prospective study were in the ≥5 age class (44%, n = 515 and 35%, n = 333 in the dry and wet season outbreaks, respectively). Cluster analysis of questionnaire data identified two main branches associated with patient age (<5 and ≥5 years of age). Patients did not cluster by outbreak or village. CART examination identified sex and hospitalization as being most predictive of patients <5 years and household diarrhea in patients ≥5 years. Water shortages and water quality deficiencies were identified in both outbreaks.
Conclusions: Diarrhea is a persistent, seasonally occurring disease in Chobe District, Botswana. Lack of variation in outbreak variables suggests the possibility of environmental drivers influencing outbreak dynamics and the potential importance of human-environmental linkages in this region. Public health strategy should be directed at securing improved water service and correcting water quality deficiencies. Public health education should include increased emphasis on sanitation practices when providing care to household members with diarrhea. While global diarrheal disease surveillance is directed at the under-5 age group, this may not be appropriate in areas of high HIV prevalence such as that found in our study area where a large immune-compromised population may warrant increased surveillance across age groups. The approach used in this study provided the first detailed characterization of diarrheal disease outbreaks in the area, an important starting point for immediate intervention and development of working hypotheses for future disease investigations. While data derived from this approach are necessarily limited, they identify critical information on outbreak characteristics in resource poor settings where data gaps continue and disease incidence is high.",,,,,,,,,,,,,,,,,,
grant.3126546,1114964,Evidence of market-driven size-selective fishing and the mediating effects of biological and institutional factors,2013,Reddy et al. ,Ecological Applications,1,1,1,31,9Apr20,"Market demand is often ignored or assumed to lead uniformly to the decline of resources. Yet little is known about how market demand influences natural resources in particular contexts, or the mediating effects of biological or institutional factors. Here, we investigate this problem by examining the Pacific red snapper (Lutjanus peru) fishery around La Paz, Mexico, where medium or “plate‐sized” fish are sold to restaurants at a premium price. If higher demand for plate‐sized fish increases the relative abundance of the smallest (recruit size class) and largest (most fecund) fish, this may be a market mechanism to increase stocks and fishermen's revenues. We tested this hypothesis by estimating the effect of prices on the distribution of catch across size classes using daily records of prices and catch. We linked predictions from this economic choice model to a staged‐based model of the fishery to estimate the effects on the stock and revenues from harvest. We found that the supply of plate‐sized fish increased by 6%, while the supply of large fish decreased by 4% as a result of a 13% price premium for plate‐sized fish. This market‐driven size selection increased revenues (14%) but decreased total fish biomass (−3%). However, when market‐driven size selection was combined with limited institutional constraints, both fish biomass (28%) and fishermen's revenue (22%) increased. These results show that the direction and magnitude of the effects of market demand on biological populations and human behavior can depend on both biological attributes and institutional constraints. Fisheries management may capitalize on these conditional effects by implementing size‐based regulations when economic and institutional incentives will enhance compliance, as in the case we describe here, or by creating compliance enhancing conditions for existing regulations.",,,,,,,,,,,,,,,,,,
grant.3126544,1114953,"The Occurrence of Cryptosporidium and Giardia Infections Among Patients Reporting Diarrheal Disease in Chobe District, Botswana.",2012,"Alexander KA, Herbein J, Zajac A",Advances in Infectious Diseases,3,3,2,19,12Apr20,"Diarrheal disease is a chronic public health problem in Chobe District, Botswana. Acute diarrheal outbreaks occur annually with a bimodal seasonal pattern coinciding with major hydrological phenomena. Information is lacking regarding the etiology of reoccurring outbreaks. Cryptosporidium and Giardia are recognized as important waterborne causes of diarrheal disease with Cryptosporidium transmission potentially involving zoonotic reservoirs. In Chobe District, municipal water is obtained from the Chobe River after it exits the Chobe National Park where high concentrations of wildlife occur. Using the Giardia/Cryptosporidium QUIK CHEK rapid antigen cartridge test, we evaluate the occurrence of Giardia and Cryptosporidium among patients (n = 153) presenting to medical facilities in Chobe District with diarrhea (August 2011-July 2012). Cryptosporidium was only identified in children less than two years of age (10%, n = 42, 95% CI 3% - 23%), with positive cases occurring during diarrheal outbreak periods. Infections were not identified in adults despite the high level of human immunodeficiency virus infection/acquired immunodeficiency syndrome (HIV/AIDS) in the region (n = 117). Although not significant, cases were predominately identified in the wet season outbreak (p = 0.94, 25%, n = 12, 95% CI 5% - 57%, dry season outbreaks 3%, n = 30, CI 95% 0% - 17%). Giardia infections occurred across age groups and seasons (7%, n = 153, 95% CI 4% - 10%). This is the first published report of human infections with Cryptosporidium and Giardia in this area of Africa. This study suggests that Cryptosporidium may be a potentially important cause of diarrheal disease in children less than 2 years of age in this region. Further research is required to identify pathogen transmission and persistence dynamics and public health implications, particularly the role of HIV/AIDS and vulnerability to waterborne disease.",,,,,,,,,,,,,,,,,,
grant.3126546,1114964,The Social-Ecological System Framework as a Knowledge Classificatory System for Benthic Small-Scale Fisheries,2013,Basurto et al. ,Global Environmental Change,1,1,1,198,9Apr20,"Ostrom proposed the underpinnings of a framework for the systematic study of the governance of complex social–ecological systems. Here we hypothesize that Ostrom's social–ecological system framework can be useful to build a classification system for small-scale benthic fisheries, regarding their governance processes and outcomes. The purpose of this paper is to contribute to knowledge accumulation of benthic fisheries. To tailor the framework, we relied on discussions among experts and a systematic literature review of benthic fisheries from 1980 to 2010. This literature review helped us refine variable definitions and provide readers with illustrative reference papers. We then illustrate the approach and its potential contributions through two studies of the emergence of self-organization in Mexico and Chile. We highlight synthetic lessons from the cases and the overall approach as well as reflect on remaining challenges to the development of a social–ecological system framework as a diagnostic tool for knowledge accumulation and synthesis.",,,,,,,,,,,,,,,,,,
grant.3126544,1114953,"With Allee effects, life for the social carnivore is complicated",2013,"Sanderson, CE, Jobbins, SE, Alexander, KA", Population Ecology,3,3,2,12,12Apr20,"Anthropogenic modification of the landscape, resultant habitat loss, and decades of persecution have resulted in severe decline and fragmentation of large carnivore populations worldwide. Infectious disease is also identified as a primary threat to many carnivores. In wildlife species, population demography and group persistence are strongly influenced by group or population size. This is referred to as the Allee effect, in which a population or group is at an increased risk of extinction when the number or density of individuals falls below some threshold due to ecological and/or genetic factors. However, in social mammalian species, the relationship between the number of individuals and the risk of extinction is complicated because aggregation may enhance pathogen exposure and transmission. Although theoretical studies of the interaction between infectious disease transmission and Allee effects reveal important implications for carnivore management and population extinction risk, information about the interaction has yet to be synthesized. In this paper, we assess life history strategies of medium to large carnivore species (≥2.4 kg) and their influence on population dynamics, with a special focus on infectious disease. While declining population trends are observed in 73 % of all carnivores (both social and solitary species), infectious disease is identified as a significant cause of population decline in 45 % of social carnivores and 3 % of solitary carnivores. Furthermore, where carnivores suffer a combination of rapid population decline and infectious disease, Allee effects may be more likely to impact social as compared to solitary carnivore populations. These potentially additive interactions may strongly influence disease transmission dynamics and population persistence potential. Understanding the mechanisms that can result in Allee effects in endangered carnivore populations and the manner in which infectious disease interfaces at this nexus may define the outcome of developed conservation strategies.",,,,,,,,,,,,,,,,,,
grant.3126546,1114964,Cooperative and Non-Cooperative Strategies for Small-Scale Fisheries Self-Governance in the Globalization Era: Implications for Conservation,2013,Basurto et al. ,Ecology and Society,1,1,1,67,12Apr20,"Fishing cooperatives (co-ops) and patron-client relationships are the most common cooperative and noncooperative strategies for self-governance for small-scale fisheries around the world. We studied what drives fishers to choose between these two self-governance arrangements in 12 communities in the Gulf of California, Mexico. The communities depend on similar fishing resources, are located in contiguous portions of the coast, fish roughly the same species, have similar socioeconomic characteristics, and sell to similar markets, yet half of the fisheries are organized around co-ops and the other half work through patron-client arrangements. Using participant observation, in-depth interviews of key informants between 1995-2008, and a survey of 55% of the fisheries in the study area, we found that the presence of high transaction costs of commercialization, the desire to acquire fishing licenses, and the existence of traditions of successful collective action among fishing groups within each community strongly influence fishers’ choices regarding membership in fishing co-ops. We also examined the implications of our findings for conservation of fishing resources. Given that the emergence of co-ops was associated with high transaction costs of commercialization, we hypothesize that cooperative strategies are more likely than patron-client strategies to emerge in communities in isolated locations. In an era of globalization, in which the rate of development and urbanization will increase in coastal areas, patron-client strategies are likely to become more prevalent among fisheries, but such self-governance strategies are thought to be less conducive to conservation behaviors.",,,,,,,,,,,,,,,,,,
grant.3126546,1114964,Long-term effectiveness of a multi-use marine protected area on reef fish assemblages and fisheries landings,2013,Rife et al. ,Journal of Environmental Management,1,1,1,32,12Apr20,"The Loreto Bay National Park (LBNP) is a large, multi-use marine protected area in the Gulf of California, Mexico, where several types of small-scale commercial and recreational fishing are allowed, but where less than 1% of the park is totally protected from fishing. The LBNP was created in 1996; its management plan was completed in 2000, but it was not effectively implemented and enforced until 2003. Between 1998 and 2010, we monitored reef fish populations annually at several reefs inside and outside the LBNP to measure the effects of the park on fish assemblages. We also evaluated reported fisheries landings within the LBNP for the same time series. Our results show that reef fish biomass increased significantly after protection at a small no-take site at LBNP relative to the rest of the park. However, the multi-use part of LBNP where fishing is allowed (99% of its surface) has had no measurable effect on reef fish biomass relative to open access sites outside the park boundaries. Reported fisheries landings have decreased within the park while increasing in nearby unprotected areas. Although the current partial protection management regime has not allowed for reef fish populations to recover despite 15 years as a “protected area,” we conclude that LBNP's regulations and management have maintained the conditions of the ecosystem that existed when the park was established. These results suggest that community livelihoods have been sustained, but a re-evaluation of the multi-use management strategy, particularly the creation of larger no-take zones and better enforcement, is needed to improve the reef fish populations in the park in order to ensure sustainable fisheries far into the future. These recommendations can be applied to all multi-use MPAs in Mexico where ecosystem recovery is not occurring despite maintenance of fish stocks.",,,,,,,,,,,,,,,,,,
grant.3126546,1114964,When good intentions are not enough? Insights on networks of paper park? marine protected areas,2013,Rife et al. ,Conservation Letters,1,1,1,120,12Apr20,"In efforts to protect the world's oceans, the Convention on Biological Diversity has moved the goal of establishing marine protected areas (MPAs) to cover 10% of the ocean from 2012 to 2020. This adjustment suggests that the rush to establish MPAs without proper resources does not resolve conservation problems. In fact, such actions may create a false sense of protection that camouflages degradation of marine ecosystems on regional scales. To exemplify this phenomenon, we reviewed MPA efficacy in the Gulf of California, Mexico, where some 23,300 km2 have been decreed as MPAs. With the exception of Cabo Pulmo National Park, MPAs have not met conservation or sustainability goals. We examined MPA budgets and foundations’ investment in the region and found that funding for management is not the limiting factor in MPA efficacy, although funding for enforcement may be deficient. We conclude that MPAs have failed because of insufficient no‐take zones, lack of enforcement, poor governance, and minimal community involvement. We need a new philosophy to implement MPAs to take advantage of the scientific knowledge and monetary investment that have been generated worldwide and ensure that they complement effective fisheries management outside their borders.",,,,,,,,,,,,,,,,,,
grant.3126546,1114964,The need for a next generation of Sonoran desert researchers,2013,Wilder et al. ,Conservation Biology,3,3,1,6,21Jul20,"It is recognized that meaningful international collabora tion is needed to address the onslaught of conservation challenges facing societies across the globe (Medellin 1998). Although transboundary or cross-border conser vation is not a new concept (Mittermeier et al. 2005), how does meaningful collaboration in an international setting, especially one of political unrest, begin? How is a cohesive community formed among a disparate group of individuals from different countries, who speak different languages, or are at the beginning of their car",,,,,,,,,,,,,,,,,,
grant.3127423,1119819,"Disturbances, their interactions, and cumulative effects on carbon and charcoal stocks in a forested ecosystem",2014,Buma et al.,Ecosystems,3,3,3,35,16Apr20,"Disturbances have a strong role in the carbon balance of many ecosystems, and the cycle of vegetation growth, disturbance, and recovery is very important in determining the net carbon balance of terrestrial biomes. Compound disturbances are phenomena of growing concern which can impact ecosystems in novel ways, altering disturbance intensity, severity, and recovery trajectories. This research focuses on carbon stocks in a compound disturbance environment, with special attention on black carbon (charcoal), a potential source of long-term carbon sequestration. We report on a well-studied compound disturbance event (wind, logging, and severe fire) in a Colorado, USA subalpine forest that was extensively surveyed for impacts on carbon, black carbon, and regeneration. All major pools were considered, including organic and mineral soil (10 cm depth), and contrasted with neighboring undisturbed forests as a reference. The disturbances had an additive effect on carbon loss, with increasing numbers of disturbances resulting in progressively decreasing carbon/black carbon stocks. This resulted from lower substrate availability and higher fire intensity. Surprisingly, there was no significant difference between reference and burned plots in terms of total black carbon. It appears that high-intensity fires do not significantly increase net black carbon in these forests (over the entire fire-return interval), with additional disturbances potentially resulting in a net loss. Disturbances, and their interactions, will have long-lasting legacies for carbon and black carbon.",,,,,,,,,,,,,,,,,,
grant.3127423,1119819,"Forest resilience, climate change, and opportunities for adaptation: A specific case of a general problem",2013,Buma and Wessman,Forest Ecology and Management,3,1,2,60,16Apr20,"Ecosystems and ecosystem services are subjected to both typical disturbances (e.g., fire) and shifting climatic baselines resulting from anthropogenic drivers. Recovery from these perturbations is of prime interest to researchers and land managers. We explore how differing regeneration of the coniferous forest to specific disturbances and a shifting climate are mediated through managerial responses, in terms of both species composition and an important ecosystem service, carbon sequestration in the southern Rocky Mountains, Colorado, USA. 112 sites across a variety of disturbance histories were surveyed for post-fire regeneration; carbon stock growth was then simulated in the US Forest Service Forest Vegetation Simulator under a variety of climate change scenarios for 100 years. Simultaneously, we simulated three managerial responses to the disturbance: no action, planting of local species (resilience-oriented management), and planting of the most climatically suitable species (adaptation-oriented management). These managerial responses simulate varying levels of intervention which attempt to maintain forest properties and associated carbon stocks. Carbon stocks, initially, were more resilient than the coniferous forest system; areas with little coniferous regeneration recovered carbon at a similar pace due to an influx of deciduous seedlings. However, future climate exerts a strong influence on carbon stocks. Both the no-action scenario and the resilience-oriented management scenario transitioned to non-forest by the end of the simulation period, due to climatic changes. Active, adaptation-oriented management, which included establishment of non-local species, maintained forest structure and carbon stocks under most future climate projections, albeit at lower densities. So while this preserves the presence of a forest, it does not preserve the presence of a specific forest. However, for ecosystem services associated with the mere existence of forest cover (e.g., carbon stocks and general forest habitat), this may be sufficient. In a sense, disturbances are opportunities for more climatically-adapted species/communities to establish, although the complexities of assisted migration and novel ecosystems remain.",,,,,,,,,,,,,,,,,,
grant.3128752,1128370,Organizing urban ecosystem services through environmental stewardship governance in New York City,2013,"Connolly, James J.; Svendsen, Erika S.; Fisher, Dana R.; Campbell, Lindsay K.",Landscape and Urban Planning,2,1,1,110,22Apr20,"How do stewardship groups contribute to the management of urban ecosystem services? In this paper, we integrate the research on environmental stewardship with the social–ecological systems literature to explain how stewardship groups serve as bridge organizations between public agencies and civic organizations, working across scales and sectors to build the flexible and multi-scaled capacity needed to manage complex urban ecosystems. Analyzing data collected from a survey of stewardship groups in New York City, combined with open-ended semi-structured interviews with representatives from the most connected civic “hub” organizations, we use a mixed-method approach to understand the specific activities of bridge organizations in the process of preserving local ecosystem services. This paper concludes that the role of bridge organizations in the management of urban ecosystem services in New York City is increasing, that these groups have a specific bi-modal role in the network, and that an initial presence of heterarchic organizational relations was crucial in their development. The paper ends with a discussion of the implications of these results.",,,,,,,,,,,,,,,,,,
grant.3143104,1232319,"Making space for North Fork Mono (Nium) narrative: land, learning, parataxis, policy, and water in Central California.",2013,Aldern ,Occasion: Interdisciplinary Studies in the Humanities,1,1,1,1,9Apr2020,"“WE HAVE TO HAVE A LESSON,” announced the Honorable Ron W. Goode, chairman of the North Fork Mono Tribe, to his audience of water-agency officials and tribal representatives. The occasion was the first-ever California State Tribal Water Summit, which was held at the Sacramento Radisson Hotel in October 2009. The stated purpose of the summit was to incorporate tribal perspectives into the 2009 Update of the California Water Plan, and Goode was suggesting that doing so required a form of education. Incorporating tribal perspectives required new approaches to the planning process and new formats and forums for discussion and discourse, and over the course of the summit, tribal representatives offered many lessons to the state officials in attendance. Goode followed his assertion of the need for a lesson with a story, and many of the summit’s lessons took the form of narratives.",,"no abstract, first paragraph",,,,,,,,,,,,,,,,
grant.3143104,1232319,"Historical and cultural fires, Tribal management and research issues in Northern California: trails, fires and tribulations",2013,Lake,Occasion: Interdisciplinary Studies in the Humanities,1,1,1,10,9Apr2020,"ALL HUMAN SOCIETIES AND CULTURES HAVE EVOLVED TO USE FIRE and have adapted efficient travel routes to acquire resources. Many tribal cultures have a high dependence on firemodified habitats and over time established trail systems connecting these places to access resources. Trails linked tribal communities to places of cultural significance and, additionally served as strategic locations to utilize fire to promote valued resources. Colonization by Europeans along trails (e.g., the Oregon Trail in the western United States) and the subsequent genocide and displacement of indigenous people, followed by governmental fire exclusion and
suppression policies and practices, have been significant landscape-transformative processes, regionally and globally, impacting fire regimes and indigenous cultures",,"no abstract, first paragraph",,,,,,,,,,,,,,,,
grant.3143104,1232319,Forward: a global perspective on traditional burning in California,2013,Codding and Bird,California Archaeology,1,1,1,5,9Apr2020,"An annual fire season that threatens lives, property, and livelihoods has become the norm in California. Unfortunately, it is likely to get worse before it gets better: global climate change may increase the frequency of mega-fires (Bowman et al. 2009) and growing populations will likely lead to increased ignition risk and exposure (Syphard et al. 2007) regardless of climate change. While it may seem counterintuitive, one of our best bets to fix this situation in the future is by paying more attention to the past. Understanding how to best manage landscapes today requires an understanding of how local environments evolved alongside the application of human-ignition fires throughout prehistory. The two are inexorably linked. In this special issue, Lightfoot and colleagues take an inspirational step forward on this front.",,"no abstract, first paragraph",,,,,,,,,,,,,,,,
grant.3143104,1232319,Protect Your Land: Using Agroforestry Techniques and Tribal Values to Mitigate Wildfire Danger,2014,"Rossier and Lake
",Inside Agroforestry,1,1,1,0,9Apr2020,"Impacting airline flights, threatening homes, and causing weeks of smoky air, wildfires are a dramatic part of summer in much of the western United States. In fact, they are becoming larger and more intense as climate change decreases winter snow pack and causes more severe droughts in forests that are ready to burn. Thus, it is increasingly important for landowners to manage their lands with fire in mind. Landowners demand much more than fire-safety out of their properties, however. They want to grow food, timber, herbs, and flowers. They want to host barbeques and birthday parties. They want to create habitat for wildlife and enjoy nature close to home. And they want places of beauty and comfort.",white paper? it's like a USDA newsletter; Seems to be more of magazine from the forestry service? Can't find on google scholar - so assuming no citations,,,,,,,,,,,,,,,,,
grant.3143104,1232319,Comparative Wests: An Introduction,2013,Blue et al. ,Occasion: Interdisciplinary Studies in the Humanities,3,1,1,0,9Apr2020,"THIS VOLUME of Occasion’s investigation of “Comparative Wests” is part of an ongoing transinstitutional, transnational research project into the transformation and persistence of settlercolonial worlds in the western United States, western Canada, and western Australia. In January 2012, a gathering of historians and archaeologists, anthropologists and indigenous studies scholars, architects and art historians, lawyers and land planners, hailing from North America and Australia, gathered at Stanford University. After rigorous discussion in Palo Alto and subsequent peer review, these essays are the result of that meeting.2 The idea of “Wests” in these very different national contexts deserves an explanation. On the one hand, the early twenty-first-century commonsense geographical notion of “West” is conveniently applicable: these studies concentrate on the western regions of the continents under consideration rather than their Easts or Norths or Souths. But more than this, these Wests have been historically peripheral regions in Anglophone settler-colonial societies. In this sense, these Wests are regions continually enmeshed in the processes of uncertain, and reversible, incorporation into settler states, whose centers of political and economic power lie generally to their east. The term “Wests” may risk implying the existence of an “eastern” point of view, but",,,,,,,,,,,,,,,,,,
grant.3146647,1301165,"Polynesian colonization and landscape changes on Mo’orea, French Polynesia: The Lake Temae pollen record",2017,"Stevenson, J., Benson, A.J., Athens, S, Kahn., J., Kirch, P.V.",The Holocene,1,1,1,9,22Apr20,"An analysis of sediment cores from Lake Temae utilizing pollen, accelerator mass spectrometry (AMS) dating, magnetic susceptibility measurements, and charcoal particle counts was undertaken to assess landscape transformation following Polynesian colonization of Mo’orea in the Society Islands. A significant influx of terrigenous sediment accompanied by increases in charcoal and the presence of the Polynesian cultigen Colocasia (taro) are indicative of human presence on the island by at least 1060–980 cal. yr BP. Polynesian arrival resulted in the rapid alteration of lowland vegetation illustrated in the pollen record by the removal of the coastal tree Pandanus and the promotion of more economically important trees such as Cocos. The most significant period of burning in the charcoal data overlaps with archaeological evidence for expansion into the island interior and the establishment and growth of more intense agricultural practices from 700 to 500 cal. yr BP. The pollen record also documents the apparent abandonment of the coastal plain near Lake Temae during this phase of inland expansion with the terrestrial landscape returning to an environment similar to that found before colonization. A final phase of environmental transformation commenced with European contact at the end of the 18th century and is marked most clearly in the Lake Temae sequence with the conversion of the system to a freshwater body accompanied by the expansion of the freshwater reed Typha and a level of burning not seen at any time over the previous 1000 years. Importantly, the new data from Lake Temae support the colonization model for central Eastern Polynesia of ca. 1000 cal. yr BP and refute the late settlement scenario for the Society Islands.",,,,,,,,,,,,,,,,,,
grant.3146647,1301165,"Mid- to late Holocene landscape change and anthropogenic transformations on Mo‘orea, Society Islands: A multi-proxy approach",2015,"Kahn, J.G, Nickelsen, C., Stevenson, J., Nick Porch, Emilie Dotte-Sarout, Carl C Christensen, Lauren May, J Stephen Athens, Patrick V Kirch",The Holocene,1,1,1,21,22Apr20,"Archaeology’s ability to generate long-term datasets of natural and human landscape change positions the discipline as an inter-disciplinary bridge between the social and natural sciences. Using a multi-proxy approach combining archaeological data with palaeoenvironmental indicators embedded in coastal sediments, we outline millennial timescales of lowland landscape evolution in the Society Islands. Geomorphic and cultural histories for four coastal zones on Mo‘orea are reconstructed based on stratigraphic records, sedimentology, pollen analysis, and radiocarbon determinations from mid- to late Holocene contexts. Prehuman records of the island’s flora and fauna are described utilizing landsnail, insect, and botanical data, providing a palaeo-backdrop for later anthropogenic change. Several environmental processes, including sea level change, island subsidence, and anthropogenic alterations, leading to changes in sedimentary budget have operated on Mo‘orea coastlines from c. 4600 to 200 BP. We document significant transformation of littoral and lowland zones which obscured earlier human activities and created significant changes in vegetation and other biota. Beginning as early as 440 BP (1416–1490 cal. ad), a major phase of sedimentary deposition commenced which can only be attributed to anthropogenic effects. At several sites, between 1.8 and 3.0 m of terrigenous sediments accumulated within a span of two to three centuries due to active slope erosion and deposition on the coastal flats. This phase correlates with the period of major inland expansion of Polynesian occupation and intensive agriculture on the island, indicated by the presence of charcoal throughout the sediments, including wood charcoal from several economically important tree species.",,,,,,,,,,,,,,,,,,
